Time,Hips-Ang-X,Hips-Ang-Y,Hips-Ang-Z,Spine-Ang-X,Spine-Ang-Y,Spine-Ang-Z,Spine1-Ang-X,Spine1-Ang-Y,Spine1-Ang-Z,Spine2-Ang-X,Spine2-Ang-Y,Spine2-Ang-Z,Neck-Ang-X,Neck-Ang-Y,Neck-Ang-Z,Head-Ang-X,Head-Ang-Y,Head-Ang-Z,Head1-Ang-X,Head1-Ang-Y,Head1-Ang-Z,Hips-AngVel-X,Hips-AngVel-Y,Hips-AngVel-Z,Spine-AngVel-X,Spine-AngVel-Y,Spine-AngVel-Z,Spine1-AngVel-X,Spine1-AngVel-Y,Spine1-AngVel-Z,Spine2-AngVel-X,Spine2-AngVel-Y,Spine2-AngVel-Z,Neck-AngVel-X,Neck-AngVel-Y,Neck-AngVel-Z,Head-AngVel-X,Head-AngVel-Y,Head-AngVel-Z,Head1-AngVel-X,Head1-AngVel-Y,Head1-AngVel-Z,Hips-LinAcc-X,Hips-LinAcc-Y,Hips-LinAcc-Z,Spine-LinAcc-X,Spine-LinAcc-Y,Spine-LinAcc-Z,Spine1-LinAcc-X,Spine1-LinAcc-Y,Spine1-LinAcc-Z,Spine2-LinAcc-X,Spine2-LinAcc-Y,Spine2-LinAcc-Z,Neck-LinAcc-X,Neck-LinAcc-Y,Neck-LinAcc-Z,Head-LinAcc-X,Head-LinAcc-Y,Head-LinAcc-Z,Head1-LinAcc-X,Head1-LinAcc-Y,Head1-LinAcc-Z,Fall,Ground
4.7366099357605,-0.000382463069399819,179.999954223633,269.999938964844,-0.000319233949994668,180.000198364258,274.954437255859,-4.40351213910617E-05,180.000045776367,274.954528808594,5.63522189622745E-05,180,274.954528808594,5.63521753065288E-05,180,259.954498291016,0.000264997128397226,180,270,0.000264997128397226,180,270,-0.0191231538974267,8999.99791234727,13499.9972499906,-0.0159616978565052,9000.01011937879,13747.7221700785,-0.00220175611876617,9000.00248998409,13747.7267477153,0.00281761101109224,9000.00020116568,13747.7267477153,0.00281760882830491,9000.00020116568,12997.7252050726,0.0132498567160187,9000.00020116568,13500.0003017485,0.0132498567160187,9000.00020116568,13500.0003017485,103.205344596744,2441.49949140099,-15.3844344787792,103.574353243754,2582.07153895817,-15.3835776619722,144.08453080436,3045.67529465297,-15.3803366592677,179.191835784547,3446.94331796214,-15.3796439880719,214.179987349212,3848.27273405817,-15.3800351435707,137.056937980217,4149.62787104969,-15.3805776389946,137.057077678609,4695.72982321962,-15.3831038515912,0,0
4.75332498550415,2.09901785850525,205.121276855469,272.218048095703,2.09907245635986,205.121520996094,277.172576904297,1.83050501346588,203.811874389648,267.993011474609,358.737243652344,205.691055297852,270.992889404297,358.737243652344,205.691055297852,255.99284362793,355.129028320313,209.99382019043,268.958770751953,355.129028320313,209.99382019043,268.958770751953,104.970018424995,1256.06615966706,110.905459021899,104.969586861746,1256.06615966706,110.906984900839,91.5274544751616,1190.59145727586,-348.075874479321,17936.8597659263,1284.55279360457,-198.081974642321,17936.8597659285,1284.55279360457,-198.082737581791,17756.4385630465,1499.69104304219,-52.0614635660081,17756.4385630465,1499.69104304219,-52.0614635660081,-191.328154582299,-2436.84109018033,83.2942957041097,-188.990239120583,-2577.62711842181,76.1685135365358,-237.064330260351,-3022.86638421713,38.8144579372313,-326.340608917502,-3421.6059783819,25.7648329592421,-386.001065865207,-3821.57521642336,30.6531823904745,-315.343882084364,-4128.92687897057,81.9222130181884,-300.761318706482,-4677.09085391868,127.042390963095,0,0
5.77322864532471,0.930022358894348,267.212158203125,272.438446044922,0.930080413818359,267.21240234375,277.392944335938,359.691925048828,267.483703613281,267.540344238281,359.860168457031,267.977020263672,268.302764892578,359.860168457031,267.97705078125,253.302719116211,358.813446044922,278.375396728516,267.374420166016,358.813446044922,278.375396728516,267.374420166016,-3.50698639431636,186.272638491612,0.661193827951138,-3.50697602310848,186.272638491612,0.661102275219492,1073.58422811078,191.015481978193,-1.35800166851277,3.3687743136652,186.857889328662,-8.07037329464038,3.3687743136652,186.857980881394,-8.07037329464038,11.0532528444155,205.144723500469,-4.75305161616052,11.0532528444155,205.144723500469,-4.75305161616052,5.60160774047462,-0.345795923398145,-4.1890035272398,5.42103449446257,-0.33276879194756,-3.75909197857183,5.73289021431202,-1.50842140251674,-1.60181773847184,9.05864167648069,-1.66496584804323,-0.710493278151996,10.5038877959084,-1.74661300510207,-0.979020048547992,11.1811375612871,-1.40470109475261,-3.83841281097519,10.3070290772211,-1.27604017868672,-6.62471191789361,0,0
5.8984751701355,0.548885822296143,267.048217773438,271.890747070313,0.548942148685455,267.048461914063,276.845275878906,359.567291259766,267.535278320313,266.694854736328,359.593688964844,268.221099853516,267.721771240234,359.593719482422,268.221099853516,252.721740722656,358.591613769531,280.258483886719,266.868591308594,358.591613769531,280.258483886719,266.868591308594,-2.56682411909316,-1.10408268063785,-3.68856512833348,-2.56683576018272,-1.10408268063785,-3.68835960289032,-0.839365909852005,0.34733799893484,-5.69408240265666,-1.79464816964439,1.64379249436737,-3.91279338681745,-1.79444264420124,1.64358696892421,-3.91269062409587,-1.49396444630613,12.6819474699848,-3.40658422032247,-1.49396444630613,12.6819474699848,-3.40658422032247,0.0312859901008067,0.1277040819571,-0.0960710239560992,0.0880432338799078,0.128487108756839,-0.076398583377043,0.459412626049171,0.301978241624946,0.196811098389833,0.30170329088906,0.307390517024339,0.0613511763194122,0.413029437068046,0.304779814388624,0.0808259330434837,-0.205119333109634,0.324020164184884,-0.351398159037078,-0.140252456112033,0.307670597879695,-0.103419347214347,0,0
5.92075300216675,0.389492809772491,266.879760742188,271.837585449219,0.389552593231201,266.880004882813,276.792114257813,359.618835449219,267.488891601563,266.458618164063,359.509552001953,268.305877685547,267.590637207031,359.509552001953,268.305877685547,252.590591430664,358.525085449219,280.813018798828,266.476013183594,358.525085449219,280.813018798828,266.476013183594,-3.79558652894234,-4.01142577328001,-1.2659245827996,-3.79550420660069,-4.01142577328001,-1.2659245827996,1.22740908171557,-1.10459550278725,-5.62544328097112,-2.00353276393714,2.01879362285722,-3.12266241807685,-2.00425947150476,2.01879362285722,-3.12302577186066,-1.58422249741856,13.205003211281,-9.34836614990473,-1.58422249741856,13.205003211281,-9.34836614990473,-0.866955868187853,0.185919702469458,0.291880553806178,-0.833233643841547,0.183413989004034,0.236768487272786,-0.700669837963242,0.161178974683743,0.0550767696372066,-0.844970060075285,0.158886060699733,0.0454551780465037,-0.826935915816658,0.158943044919006,-0.00780014891214191,-0.807790579407497,0.172603695640062,-0.0463691748323224,-0.686281591908489,0.138344113898722,0.4704715426329,0,0
5.95210218429565,0.352421194314957,266.824188232422,271.850341796875,0.352480947971344,266.824432373047,276.804870605469,359.554992675781,267.474792480469,266.375732421875,359.427703857422,268.334930419922,267.517272949219,359.427703857422,268.334930419922,252.517227172852,358.417053222656,281.18212890625,266.179504394531,358.417053222656,281.18212890625,266.179504394531,-1.12508191079513,-1.68656328307059,0.387140830490669,-1.12508281526216,-1.68656328307059,0.387140830490669,-1.93755650092459,-0.427892496858108,-2.51548922395372,-2.48399929994252,0.881717872313676,-2.22652286243916,-2.48399929994252,0.881717872313676,-2.22652286243916,-3.27865679410758,11.2020773798676,-8.99870887331899,-3.27865679410758,11.2020773798676,-8.99870887331899,-0.420501765301956,-0.126213857797991,0.594548344805899,-0.499724255428387,-0.128673390713775,0.541813984081357,-0.785308417729906,-0.141996305077799,0.360597194114019,-0.500768902717346,-0.128458383834683,0.109222520213245,-0.461101030265213,-0.126608423493566,0.0343508200425022,-0.457421699962725,-0.105734826420158,-0.0201521891061342,-0.270309045207025,-0.11522319511241,-0.0963340178019252,0,0
5.96964454650879,0.347119182348251,266.840881347656,271.830718994141,0.347177237272263,266.841125488281,276.785217285156,359.436370849609,267.489532470703,266.409393310547,359.360107421875,268.33056640625,267.511077880859,359.360137939453,268.33056640625,252.511047363281,358.295623779297,281.391204833984,266.030853271484,358.295623779297,281.391204833984,266.030853271484,-0.287067801748368,0.90381838531421,-1.06244099041506,-0.287159776525495,0.90381838531421,-1.06409330921819,-6.42256318778123,0.798069981913644,1.82250763985662,-3.65988614894145,-0.236281588848139,-0.335420717036169,-3.65823383013832,-0.236281588848139,-0.334594557634602,-6.57457651766955,11.3200361202699,-8.04844489006493,-6.57457651766955,11.3200361202699,-8.04844489006493,-0.24093640495417,-0.186120819117538,0.286559998059474,-0.294460324167273,-0.183632292426705,0.36156658165231,-0.538376813780739,-0.151149898312783,0.611954884039377,0.186246283200987,-0.118584647539081,-0.0144222436139005,0.365942483698635,-0.108405121920772,-0.295610351215979,0.452199315073897,-0.0272221171785072,-0.499156370018741,1.09629951144497,-0.0417697972106357,-0.83740721768548,0,0
5.98614358901978,0.350858777761459,266.884155273438,271.806030273438,0.350918531417847,266.884399414063,276.760528564453,359.289123535156,267.517364501953,266.497528076172,359.274719238281,268.325775146484,267.542388916016,359.274719238281,268.325775146484,252.542343139648,358.141998291016,281.606628417969,265.909271240234,358.141998291016,281.606628417969,265.909271240234,0.225699639879749,2.61175565423869,-1.49006369836326,0.225802165218234,2.61175565423869,-1.49006369836326,-8.88696828751882,1.67977514574449,5.31928796152422,-5.1535206774047,-0.289171817852944,1.88974703896255,-5.15536253611714,-0.289171817852944,1.88882610960633,-9.2719167584186,13.0016806511078,-7.33796511035751,-9.2719167584186,13.0016806511078,-7.33796511035751,-0.450701980729205,-0.237793164671934,0.58235559197111,-0.485860312138252,-0.237090818698629,0.606430128091596,-0.640300076444496,-0.217429923098147,0.681494482215002,-0.188255347289046,-0.187353245754891,0.107332805209601,0.0762105350475709,-0.174919797159931,-0.261982245989016,0.264470221891945,-0.070032636234254,-0.526862187115007,0.872229941363781,-0.0855180629999197,-0.842283631848594,0,0
6.00125455856323,0.355213075876236,266.913543701172,271.793151855469,0.355266034603119,266.913757324219,276.747680664063,359.206207275391,267.535461425781,266.560852050781,359.224395751953,268.325317382813,267.572052001953,359.224395751953,268.325317382813,252.571990966797,358.054046630859,281.722045898438,265.856689453125,358.054046630859,281.722045898438,265.856689453125,0.262862099430343,1.77413296232498,-0.777449750883845,0.26245190026898,1.77229066433711,-0.775607452895969,-5.00552363306021,1.09248270681071,3.82276832484355,-3.0379493820082,-0.0276344698181462,1.79071364421587,-3.0379493820082,-0.0276344698181462,1.78979249522193,-5.30950280105982,6.96757099014859,-3.17427943311106,-5.30950280105982,6.96757099014859,-3.17427943311106,-1.73990380627563,0.10460119841301,0.462735158919838,-1.73795444624928,0.102864163843954,0.420181047869054,-1.68954531291406,0.0859313656943494,0.2724725894599,-2.36729130706411,0.0746451470456652,0.494253008950346,-2.72465233508399,0.07725261526542,0.500013832481712,-2.96958268985236,0.0755349515327844,0.50460645965585,-4.13426505296168,0.167592189975313,-0.196983799808527,0,0
6.01968383789063,0.368182182312012,266.975311279297,271.780456542969,0.368241935968399,266.975555419922,276.734985351563,359.069702148438,267.580932617188,266.708587646484,359.127410888672,268.349792480469,267.6513671875,359.127410888672,268.349792480469,252.651306152344,357.868194580078,281.972595214844,265.766662597656,357.868194580078,281.972595214844,265.766662597656,0.77670055401832,3.69916866575455,-0.760303441182754,0.777107492270906,3.70099631825739,-0.760303441182754,-8.17508964521744,2.7232022292363,8.84766576626373,-5.80827965403555,1.46577730728021,4.75006885488937,-5.80827965403555,1.46577730728021,4.75006885488937,-11.1304037423148,15.0050270483423,-5.39157488338731,-11.1304037423148,15.0050270483423,-5.39157488338731,0.682876655513014,-0.334474547655161,0.607103758109571,0.6489491849057,-0.334484826128393,0.605113165007799,0.46896697958271,-0.336404062350416,0.615202309611274,1.06101028432454,-0.298994617096479,-0.208256425469017,1.55234059843409,-0.286215778807685,-0.695995371042836,1.971725376026,-0.150902621108636,-1.04414431505609,3.49119269242295,-0.238677800539886,-0.922274281928955,0,0
