Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,
Time,Eul-X,Eul-Y,Eul-Z,Accel-X,Accel-Y,Accel-Z,Omega-X,Omega-Y,Omega-Z,Gyro-X,Gyro-Y,Gyro-Z,Tag
2210478,"-13,15999985","78,12000275","-29,39999962",-260,-11,52,"0,109999999","0,039999999","-0,079999998","0,159999996","0,090000004","-0,119999997",0
2210507,"-15,77999973","78,48999786","-32,20999908",-265,-9,49,"0,029999999","0,129999995","-0,119999997","0,029999999","0,109999999","-0,140000001",0
2210588,"-16,64999962","78,73000336","-33,09999847",-266,-8,51,0,"0,170000002","-0,059999999","-0,01","0,109999999","-0,159999996",0
2210623,"-16,70999908","79,19000244","-33,45999908",-259,-14,47,"0,059999999","0,100000001","0,01","0,050000001","0,100000001","-0,119999997",0
2210678,"-18,09000015","79,37000275","-34,88999939",-260,-14,50,"0,01","0,119999997","-0,100000001","0,029999999","0,119999997","-0,100000001",0
2210723,"-19,32999992","79,41000366","-36,22000122",-260,-11,53,"0,02","0,039999999","-0,07","0,029999999","0,109999999","-0,079999998",0
"2210,76","-18,67000008","79,31999969","-35,63999939",-262,-11,54,"0,039999999","-0,050000001","0,029999999","0,029999999","0,090000004","-0,07",0
2210843,"-17,82999992","79,23000336","-34,91999817",-261,-9,50,"0,059999999","-0,059999999","0,050000001","0,029999999","0,079999998","-0,039999999",0
2210866,"-14,39999962","79,63999939","-31,64999962",-262,-3,38,"0,050000001","0,050000001","0,150000006","0,01","0,100000001","0,039999999",0
2210908,"-12,97999954","80,08999634","-30,30999947",-259,0,39,"0,059999999","0,270000011","0,239999995","0,02","0,100000001","0,07",0
2210959,"-8,770000458","80,76000214","-26,35000038",-260,-5,34,"0,129999995","0,219999999","0,319999993","0,07","0,119999997","0,129999995",0
2211007,"-7,769999981","81,93000031","-25,31999969",-247,-5,37,"-0,01","0,389999986","0,109999999","-0,039999999","0,230000004","0,100000001",0
2211062,"-6,630000114","82,55000305","-24,31999969",-244,8,39,"0,059999999","0,219999999","0,079999998","0,02","0,25999999","0,100000001",0
2211109,"3,279999971","82,81999969","-14,89000034",-252,12,43,"0,170000002","0,07","0,379999995","0,150000006","0,219999999","0,159999996",0
2211163,"11,85999966","82,58999634","-6,980000019",-240,18,40,"0,270000011","-0,039999999","0,379999995","0,230000004","0,189999998","0,189999998",0
2211211,"21,96999931","82,23000336","2,450000048",-229,29,36,"0,25",0,"0,419999987","0,180000007","0,189999998","0,200000003",0
2211258,"32,09999847",82,"11,93000031",-239,26,29,"0,270000011","0,140000001","0,460000008","0,159999996","0,280000001","0,129999995",0
2211308,"39,25","82,26000214","18,26000023",-237,23,26,"0,330000013","0,270000011","0,209999993","0,219999999","0,289999992","0,07",100
2211358,"43,91999817","82,62999725","21,69000053",-224,28,21,"0,439999998","0,200000003","0,029999999","0,319999993","0,219999999",0,100
2211409,"50,13999939","82,5","26,63999939",-210,43,20,"0,460000008","0,129999995","0,189999998","0,460000008","0,129999995","0,039999999",100
2211458,"57,47999954","81,80999756","32,02999878",-187,52,2,"0,689999998","0,059999999","0,340000004","0,660000026","0,100000001","-0,079999998",100
"2211,51","67,58000183","81,5","40,41999817",-137,48,-2,"0,639999986","0,330000013","0,300000012","0,550000012","0,079999998","-0,270000011",100
2211561,"73,62999725","80,87000275","44,93999863",-99,21,2,"0,529999971","0,140000001","0,280000001","0,439999998","-0,050000001","-0,289999992",100
2211609,"72,76000214","81,91000366","43,29999924",-93,39,25,"0,25999999","0,02","-0,360000014","0,189999998","-0,02","-0,469999999",100
2211665,"61,52000046","81,63999939","30,63999939",-70,28,-24,"0,469999999","-0,639999986","-0,170000002","0,460000008","-0,219999999","-0,689999998",100
2211709,"64,05000305","84,33999634","31,95000076",-66,-17,-111,"0,379999995","0,439999998","-0,720000029","0,370000005","-0,150000006","-1,100000024",100
2211758,"-174,9799957","87,04000092","148,8699951",-223,-69,-118,"1,659999967","2,049999952","-2,049999952","1,529999971","-0,230000004","-1,590000033",100
2211835,"-131,8099976","74,94999695","-168,7400055",-453,-145,41,"0,360000014","2,670000076","-3,880000114","0,239999995","0,519999981","-2,50999999",100
2211861,"-97,63999939","62,90000153","-131,0599976",-524,-561,99,"-0,300000012","-1,870000005","-3,589999914","-1,200000048","0,419999987","-2,539999962",100
2211909,"-96,55000305","59,00999832","-127,0299988",-732,-952,464,"-1,5","-0,939999998","-2,950000048","-1,639999986","-1,00999999","-2,950000048",100
2211958,"-93,16000366","48,47999954","-133,3999939",-516,370,168,"3,039999962","2,00999999","-3,799999952","2,910000086","1,940000057","-3,789999962",100
2212009,"-84,58000183","37,02000046","-136,5599976",-71,119,112,"3,650000095","0,99000001","-4,369999886","3,710000038","1,049999952","-4,360000134",100
"2212,06","-75,81999969","29,85000038","-132,3399963",202,-343,74,"2,210000038","-1,620000005","-2,309999943","0,349999994","-0,25","-4,869999886",100
"2212,11","-75,76000214","3,380000114","-134,8000031",29,-246,-38,"0,079999998","-1,480000019","-9,670000076","0,319999993","0,200000003","-2,869999886",100
2212159,"-78,87000275","-2,869999886","-136,5800018",12,-187,111,"-1,120000005","0,129999995","-2,289999962","0,779999971","0,379999995","-1,470000029",100
2212211,"-72,36000061","-5,25","-137,6699982",-7,-212,51,"2,299999952","0,159999996","-0,930000007","0,819999993","0,289999992","-0,910000026",100
2212261,"-70,73999786","-4,420000076","-137,6699982",25,-193,83,"0,540000021","0,090000004","0,25999999","0,819999993","0,170000002","-0,310000002",100
2212317,"-68,19999695","-4,639999866","-137,7299957",-2,-230,81,"0,879999995","-0,01","-0,079999998","0,579999983","-0,01","0,119999997",100
2212362,"-67,80999756","-2,910000086","-137,3999939",25,-185,112,"0,129999995","0,109999999","0,540000021","0,319999993","-0,079999998","0,159999996",100
2212412,"-65,76999664","-3,019999981","-136,1699982",-8,-218,127,"0,810000002","-0,449999988","0,159999996","0,129999995","-0,419999987","0,460000008",100
2212465,"-65,72000122","0,07","-135,1000061",-21,-252,158,"0,02","0,100000001","1,139999986","-0,519999981","-0,159999996","0,810000002",100
2212598,"-65,77999878","2,779999971","-133,9400024",-59,-250,105,"-0,039999999","0,02","0,970000029","-0,860000014","-0,239999995","0,649999976",100
2212667,"-77,16000366","11,81000042","-135,0299988",-81,-222,57,"-1,50999999","0,519999981","1,100000024","-1,399999976","0,02","0,330000013",100
2212689,"-79,79000092","14,96000004","-134,2299957",-56,-233,57,"-0,75","-0,02","0,839999974","-0,899999976","-0,180000007","0,230000004",100
2212874,"-87,97000122","15,26000023","-135,2899933",-63,-245,19,"0,230000004","-0,059999999","-0,170000002","0,109999999","-0,059999999","-0,200000003",100
2212911,"-86,98000336","14,86999989","-135,0700073",-57,-240,18,"0,529999971","-0,129999995","-0,219999999","0,349999994","0,07","-0,140000001",100
"2212,96","-85,48999786","14,31000042","-134,8899994",-41,-247,29,"0,680000007","-0,100000001","-0,25999999","0,600000024","0,07","-0,119999997",100
2213011,"-83,23999786","12,38000011","-134,2100067",-66,-249,47,"0,75","-0,300000012","-0,660000026","0,589999974","-0,090000004","-0,230000004",100
"2213,06","-80,11000061","12,46000004","-133,9299927",-63,-252,45,"1,049999952","-0,090000004","0,039999999","0,720000029","0,079999998","-0,180000007",100
2213117,"-78,33000183","12,40999985","-133,3300018",-57,-244,60,"0,589999974","-0,209999993","0,02","0,579999983","-0,109999999","-0,109999999",100
2213162,"-76,33000183","12,03999996","-133,1799927",-54,-247,62,"0,600000024","-0,07","-0,100000001","0,430000007","0,059999999","-0,150000006",100
2213214,"-75,5","11,64999962","-133,1399994",-46,-233,71,"0,319999993","-0,050000001","-0,140000001","0,280000001","0,050000001","-0,150000006",100
2213285,"-74,37999725","11,42000008","-132,9299927",-42,-253,74,"0,360000014","-0,090000004","-0,059999999","0,159999996","0,059999999",0,100
2213314,"-74,43000031","10,88000011","-132,3899994",-48,-241,63,"-0,039999999","-0,159999996","-0,090000004","-0,100000001","-0,01","0,109999999",100
2213364,"-74,76999664","11,02999973","-132,1799927",-57,-245,59,"-0,230000004","-0,090000004","0,119999997","-0,159999996","-0,029999999","0,109999999",100
2213417,"-75,44000244","11,77000046","-132,1000061",-57,-246,62,"-0,239999995","0,039999999","0,25","-0,100000001","0,039999999","0,109999999",100
2213464,"-75,58000183","12,26000023","-131,9900055",-64,-244,66,"-0,050000001","0,01","0,159999996","-0,02","0,039999999","0,079999998",100
2213512,"-75,68000031","12,76000023","-131,9299927",-63,-246,62,"-0,039999999","0,029999999","0,189999998","-0,109999999","0,02","0,02",100
2213562,"-76,05999756","12,92000008","-131,8200073",-56,-246,55,"-0,140000001","-0,02","0,07","-0,140000001","-0,029999999","-0,029999999",100
2213611,"-76,62999725","12,64999962","-131,8500061",-55,-248,54,"-0,200000003","-0,01","-0,090000004","-0,090000004","-0,01","-0,050000001",100
2213663,"-76,90000153","12,47999954","-131,9799957",-58,-246,53,"-0,090000004","0,029999999","-0,07",0,"0,039999999","-0,02",100
2213712,"-76,87000275","12,56000042",-132,-53,-246,54,"0,01","0,01","0,02","0,079999998","0,01","-0,01",100
2213767,"-76,73999786","12,18999958","-131,9700012",-58,-247,52,"0,050000001","-0,039999999","-0,129999995","0,100000001","-0,02","-0,059999999",100
2213812,"-76,70999908","12,10000038","-131,8399963",-52,-244,60,0,"-0,039999999","-0,02","0,109999999","-0,039999999","-0,079999998",100
2213864,"-76,19000244","11,81000042","-131,5399933",-55,-243,61,"0,180000007","-0,140000001","-0,079999998","0,129999995","-0,079999998","-0,050000001",100
2213948,"-75,69000244","11,81000042","-131,2299957",-55,-245,59,"0,140000001","-0,100000001","0,02","0,109999999","-0,07","-0,02",100
2213965,"-75,44999695","11,72000027","-130,9799957",-52,-242,65,"0,039999999","-0,059999999","-0,01","0,100000001","-0,059999999","-0,039999999",100
2214099,"-75,23000336","11,61999989","-130,8600006",-52,-243,65,"0,140000001","-0,090000004","-0,050000001","0,090000004","-0,059999999","-0,039999999",100
2214116,"-74,79000092","11,47000027","-130,5200043",-51,-242,65,"0,050000001","-0,050000001","-0,01","0,02","-0,029999999","-0,01",100
2214128,"-74,79000092","11,47000027","-130,5200043",-51,-242,65,"0,050000001","-0,050000001","-0,01","0,02","-0,029999999","-0,01",100
2214163,"-74,75","11,42000008","-130,3899994",-51,-245,66,"0,01","-0,059999999",0,"0,01","-0,029999999",0,100
2214221,"-74,75","11,39999962","-130,3500061",-54,-244,65,0,"-0,029999999",0,0,0,0,100
2214272,"-74,68000031","11,63000011","-130,3999939",-53,-245,63,"0,02","0,029999999","0,059999999","0,050000001","0,039999999","0,01",100
2214316,"-74,69000244","11,60999966","-130,4499969",-59,-243,65,0,"0,01","-0,01","0,07","0,02","-0,02",100
2214362,"-74,44999695","11,73999977","-130,4600067",-62,-250,65,"0,100000001","0,02","0,050000001","0,119999997",0,"-0,079999998",100
2214412,"-74,43000031","11,85999966","-130,5899963",-53,-242,79,"0,02","0,059999999","0,029999999","0,090000004","0,029999999","-0,119999997",100
